InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,InvoiceDay,Total_Spend,Day_Of_Week,Hour,Year,Month,cluster
290862,SKU_1245,Wall Clock,49,2023-06-06 07:00:00,46.17,66466.0,Portugal,0.16,Credit Card,15.13,Apparel,Online,Not Returned,UPS,London,Low,2023-06-06,2262.33,1,7,2023,6,0
111809,SKU_1565,USB Cable,17,2023-06-06 09:00:00,96.8,22825.0,Belgium,0.49,Bank Transfer,8.05,Apparel,In-store,Not Returned,UPS,Amsterdam,High,2023-06-06,1645.6,1,9,2023,6,1
683439,SKU_1532,Backpack,49,2023-06-06 15:00:00,64.29,93159.0,Spain,0.06,Credit Card,16.36,Stationery,In-store,Not Returned,FedEx,Rome,High,2023-06-06,3150.2100000000005,1,15,2023,6,2
294080,SKU_1174,Wall Clock,18,2023-06-06 17:00:00,26.57,18057.0,Sweden,0.19,Bank Transfer,17.01,Stationery,Online,Returned,Royal Mail,Berlin,Medium,2023-06-06,478.26,1,17,2023,6,0
109275,SKU_1918,Wireless Mouse,23,2023-06-07 02:00:00,28.98,49063.0,Netherlands,0.32,paypall,14.3,Furniture,In-store,Not Returned,UPS,Amsterdam,High,2023-06-07,666.54,2,2,2023,6,0
906397,SKU_1772,White Mug,31,2023-06-07 03:00:00,3.17,42990.0,Belgium,0.13,Bank Transfer,16.57,Apparel,In-store,Not Returned,DHL,Rome,Low,2023-06-07,98.27,2,3,2023,6,1
197955,SKU_1668,Office Chair,41,2023-06-07 04:00:00,89.94,10412.0,Sweden,0.12,Credit Card,7.13,Electronics,Online,Not Returned,DHL,Paris,High,2023-06-07,3687.54,2,4,2023,6,2
791214,SKU_1550,White Mug,27,2023-06-07 06:00:00,13.84,40708.0,Netherlands,0.34,Credit Card,23.72,Accessories,In-store,Not Returned,FedEx,Rome,Low,2023-06-07,373.68,2,6,2023,6,1
312637,SKU_1562,Wireless Mouse,25,2023-06-07 14:00:00,93.61,33715.0,Portugal,0.31,Bank Transfer,27.68,Apparel,Online,Not Returned,UPS,Rome,Low,2023-06-07,2340.25,2,14,2023,6,0
459225,SKU_1383,Wireless Mouse,43,2023-06-07 19:00:00,59.52,53334.0,Norway,0.42,Credit Card,21.61,Accessories,In-store,Not Returned,FedEx,London,Low,2023-06-07,2559.36,2,19,2023,6,0
898086,SKU_1727,Headphones,10,2023-06-07 23:00:00,35.97,71488.0,Netherlands,0.19,Bank Transfer,16.76,Accessories,Online,Not Returned,DHL,London,Medium,2023-06-07,359.7,2,23,2023,6,1
509421,SKU_1137,Wireless Mouse,47,2023-06-08 01:00:00,81.88,59056.0,Sweden,0.31,Bank Transfer,9.99,Furniture,In-store,Not Returned,DHL,Rome,Low,2023-06-08,3848.3599999999997,3,1,2023,6,2
666713,SKU_1736,Wireless Mouse,38,2023-06-08 02:00:00,4.68,33513.0,Portugal,0.12,Credit Card,18.46,Electronics,In-store,Not Returned,FedEx,Rome,Medium,2023-06-08,177.83999999999997,3,2,2023,6,1
582977,SKU_1184,Wall Clock,45,2023-06-08 10:00:00,35.51,94395.0,Sweden,0.08,Credit Card,23.12,Apparel,Online,Not Returned,FedEx,Amsterdam,High,2023-06-08,1597.9499999999998,3,10,2023,6,0
671693,SKU_1601,Desk Lamp,33,2023-06-08 11:00:00,13.49,63820.0,United States,0.13,Bank Transfer,10.53,Apparel,Online,Not Returned,FedEx,Berlin,Medium,2023-06-08,445.17,3,11,2023,6,1
392381,SKU_1658,Headphones,16,2023-06-08 19:00:00,15.15,25739.0,France,0.11,Bank Transfer,12.29,Apparel,In-store,Not Returned,UPS,London,Low,2023-06-08,242.4,3,19,2023,6,1
475412,SKU_1681,Office Chair,7,2023-06-08 20:00:00,30.02,42562.0,Belgium,0.28,Credit Card,28.77,Furniture,Online,Not Returned,UPS,Rome,High,2023-06-08,210.14,3,20,2023,6,2
810193,SKU_1600,Notebook,34,2023-06-09 04:00:00,38.61,77204.0,Germany,0.04,Bank Transfer,23.05,Stationery,In-store,Not Returned,FedEx,Berlin,Low,2023-06-09,1312.74,4,4,2023,6,2
271277,SKU_1885,Wireless Mouse,11,2023-06-09 05:00:00,71.88,70343.0,Netherlands,0.06,paypall,26.94,Apparel,In-store,Not Returned,UPS,Paris,Medium,2023-06-09,790.68,4,5,2023,6,1
832267,SKU_1691,Wall Clock,39,2023-06-09 06:00:00,5.28,55460.0,Italy,0.25,paypall,14.06,Electronics,Online,Not Returned,Royal Mail,Paris,High,2023-06-09,205.92000000000002,4,6,2023,6,2
846577,SKU_1926,Desk Lamp,5,2023-06-09 08:00:00,59.09,90991.0,Portugal,0.45,Credit Card,26.75,Stationery,In-store,Not Returned,UPS,Berlin,High,2023-06-09,295.45000000000005,4,8,2023,6,1
465651,SKU_1049,Blue Pen,11,2023-06-09 10:00:00,5.31,89329.0,United Kingdom,0.14,Credit Card,5.4,Apparel,In-store,Not Returned,FedEx,Paris,High,2023-06-09,58.41,4,10,2023,6,2
380400,SKU_1536,Blue Pen,40,2023-06-09 17:00:00,56.11,80868.0,United States,0.45,paypall,7.42,Stationery,Online,Not Returned,FedEx,Amsterdam,High,2023-06-09,2244.4,4,17,2023,6,2
279594,SKU_1206,Blue Pen,15,2023-06-09 18:00:00,40.92,18090.0,Netherlands,0.16,Credit Card,15.8,Accessories,Online,Not Returned,FedEx,London,High,2023-06-09,613.8000000000001,4,18,2023,6,1
398232,SKU_1280,Notebook,31,2023-06-10 00:00:00,33.14,34504.0,Italy,0.03,Credit Card,10.3,Accessories,Online,Not Returned,UPS,Berlin,Low,2023-06-10,1027.34,5,0,2023,6,1
823624,SKU_1074,Office Chair,35,2023-06-10 02:00:00,73.09,88563.0,Australia,0.16,Credit Card,18.57,Electronics,In-store,Not Returned,FedEx,Rome,Medium,2023-06-10,2558.15,5,2,2023,6,2
510343,SKU_1214,Blue Pen,16,2023-06-10 12:00:00,26.72,89990.0,United Kingdom,0.5,Credit Card,8.61,Apparel,Online,Not Returned,DHL,Rome,High,2023-06-10,427.52,5,12,2023,6,1
424377,SKU_1949,White Mug,46,2023-06-11 05:00:00,84.61,35815.0,United States,0.41,Bank Transfer,5.26,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Low,2023-06-11,3892.06,6,5,2023,6,2
575344,SKU_1392,Desk Lamp,24,2023-06-11 07:00:00,64.36,59941.0,Germany,0.16,paypall,28.77,Furniture,Online,Not Returned,UPS,Berlin,Low,2023-06-11,1544.6399999999999,6,7,2023,6,1
975900,SKU_1307,Notebook,2,2023-06-11 09:00:00,99.49,35702.0,Spain,0.14,paypall,27.18,Accessories,Online,Not Returned,UPS,Paris,Medium,2023-06-11,198.98,6,9,2023,6,1
315648,SKU_1330,Blue Pen,4,2023-06-11 11:00:00,61.52,26883.0,Netherlands,0.24,Credit Card,11.87,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Low,2023-06-11,246.08,6,11,2023,6,1
440399,SKU_1803,Office Chair,40,2023-06-11 16:00:00,58.6,35542.0,Italy,0.48,Credit Card,28.87,Apparel,In-store,Not Returned,FedEx,Berlin,Low,2023-06-11,2344.0,6,16,2023,6,2
542501,SKU_1386,Wall Clock,39,2023-06-11 18:00:00,2.43,69498.0,France,0.15,Credit Card,21.37,Stationery,In-store,Not Returned,DHL,Rome,Medium,2023-06-11,94.77000000000001,6,18,2023,6,1
313630,SKU_1338,Desk Lamp,9,2023-06-11 20:00:00,11.83,74227.0,United Kingdom,0.47,paypall,15.69,Stationery,In-store,Returned,Royal Mail,Rome,Low,2023-06-11,106.47,6,20,2023,6,1
310743,SKU_1821,T-shirt,39,2023-06-12 02:00:00,92.76,78582.0,Norway,0.38,paypall,21.09,Electronics,Online,Not Returned,DHL,Paris,High,2023-06-12,3617.6400000000003,0,2,2023,6,2
456816,SKU_1436,Office Chair,27,2023-06-12 03:00:00,94.32,97425.0,United States,0.24,paypall,16.76,Accessories,In-store,Not Returned,Royal Mail,Rome,Low,2023-06-12,2546.64,0,3,2023,6,2
182445,SKU_1221,Wall Clock,25,2023-06-12 07:00:00,14.89,65093.0,Norway,0.12,Credit Card,23.77,Electronics,In-store,Not Returned,UPS,London,Medium,2023-06-12,372.25,0,7,2023,6,0
430007,SKU_1296,Blue Pen,21,2023-06-12 08:00:00,15.06,72787.0,United States,0.23,Credit Card,7.36,Electronics,Online,Not Returned,UPS,Berlin,High,2023-06-12,316.26,0,8,2023,6,2
149987,SKU_1842,Wall Clock,27,2023-06-12 10:00:00,80.88,32217.0,United Kingdom,0.29,Bank Transfer,12.7,Accessories,Online,Not Returned,UPS,Rome,High,2023-06-12,2183.7599999999998,0,10,2023,6,2
200787,SKU_1028,Backpack,23,2023-06-12 11:00:00,43.72,52308.0,Norway,0.19,Credit Card,24.05,Electronics,In-store,Not Returned,DHL,London,Low,2023-06-12,1005.56,0,11,2023,6,1
528718,SKU_1926,Blue Pen,18,2023-06-12 12:00:00,56.05,88597.0,Sweden,0.41,Bank Transfer,25.37,Electronics,In-store,Returned,FedEx,Amsterdam,High,2023-06-12,1008.9,0,12,2023,6,1
994466,SKU_1994,USB Cable,41,2023-06-12 15:00:00,3.83,55595.0,Norway,0.48,Credit Card,19.58,Furniture,In-store,Not Returned,DHL,Amsterdam,Medium,2023-06-12,157.03,0,15,2023,6,1
759409,SKU_1484,Wireless Mouse,41,2023-06-12 18:00:00,38.01,87157.0,Sweden,0.33,paypall,19.54,Electronics,In-store,Not Returned,Royal Mail,Paris,Low,2023-06-12,1558.4099999999999,0,18,2023,6,2
854056,SKU_1415,Office Chair,46,2023-06-12 23:00:00,28.57,68769.0,Germany,0.1,Bank Transfer,29.98,Stationery,Online,Not Returned,UPS,Rome,High,2023-06-12,1314.22,0,23,2023,6,2
114987,SKU_1456,Office Chair,34,2023-06-13 04:00:00,61.8,22333.0,Australia,0.16,paypall,22.51,Stationery,Online,Not Returned,Royal Mail,London,Medium,2023-06-13,2101.2,1,4,2023,6,2
111465,SKU_1545,Backpack,33,2023-06-13 08:00:00,99.27,64312.0,Italy,0.23,paypall,28.42,Electronics,Online,Not Returned,DHL,London,High,2023-06-13,3275.91,1,8,2023,6,0
438141,SKU_1534,Wall Clock,12,2023-06-13 12:00:00,64.49,76298.0,United Kingdom,0.42,Credit Card,23.54,Electronics,Online,Not Returned,UPS,Amsterdam,Medium,2023-06-13,773.8799999999999,1,12,2023,6,2
112366,SKU_1530,White Mug,27,2023-06-13 13:00:00,64.78,40039.0,Italy,0.02,paypall,23.49,Stationery,In-store,Not Returned,DHL,Berlin,Low,2023-06-13,1749.06,1,13,2023,6,2
363929,SKU_1827,Blue Pen,19,2023-06-13 15:00:00,1.42,98291.0,Italy,0.22,paypall,25.68,Electronics,In-store,Not Returned,FedEx,Rome,Medium,2023-06-13,26.979999999999997,1,15,2023,6,1
106242,SKU_1382,White Mug,24,2023-06-13 16:00:00,32.7,10449.0,United States,0.38,Bank Transfer,20.14,Accessories,Online,Not Returned,DHL,Amsterdam,Medium,2023-06-13,784.8000000000001,1,16,2023,6,1
615214,SKU_1857,Office Chair,38,2023-06-13 21:00:00,51.9,74905.0,Netherlands,0.43,paypall,15.44,Stationery,In-store,Not Returned,DHL,Berlin,Medium,2023-06-13,1972.2,1,21,2023,6,2
843023,SKU_1990,Notebook,43,2023-06-14 02:00:00,21.99,68635.0,France,0.19,Bank Transfer,8.81,Accessories,In-store,Not Returned,DHL,London,High,2023-06-14,945.5699999999999,2,2,2023,6,1
974630,SKU_1571,Wireless Mouse,1,2023-06-14 03:00:00,9.67,96204.0,Germany,0.06,Bank Transfer,16.7,Electronics,Online,Not Returned,Royal Mail,Berlin,High,2023-06-14,9.67,2,3,2023,6,1
203467,SKU_1668,Notebook,16,2023-06-14 10:00:00,82.64,55946.0,Italy,0.22,paypall,9.39,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Low,2023-06-14,1322.24,2,10,2023,6,0
441977,SKU_1934,Wall Clock,15,2023-06-14 12:00:00,3.57,35178.0,France,0.47,paypall,7.38,Stationery,In-store,Not Returned,Royal Mail,Paris,High,2023-06-14,53.55,2,12,2023,6,2
193593,SKU_1411,Wall Clock,19,2023-06-14 18:00:00,51.14,62713.0,France,0.11,Credit Card,9.03,Stationery,Online,Not Returned,Royal Mail,Rome,High,2023-06-14,971.66,2,18,2023,6,1
249519,SKU_1244,Headphones,4,2023-06-14 20:00:00,86.16,95651.0,Germany,0.18,Credit Card,7.49,Stationery,In-store,Not Returned,FedEx,Paris,High,2023-06-14,344.64,2,20,2023,6,2
183940,SKU_1541,Headphones,25,2023-06-14 21:00:00,78.34,17809.0,Spain,0.41,Credit Card,6.03,Furniture,Online,Not Returned,Royal Mail,Rome,High,2023-06-14,1958.5,2,21,2023,6,2
336729,SKU_1681,White Mug,6,2023-06-14 23:00:00,19.31,30904.0,Spain,0.21,Credit Card,8.65,Accessories,Online,Not Returned,FedEx,London,Medium,2023-06-14,115.85999999999999,2,23,2023,6,1
687344,SKU_1867,USB Cable,47,2023-06-15 03:00:00,51.47,54080.0,Spain,0.11,paypall,27.37,Apparel,Online,Not Returned,FedEx,Paris,High,2023-06-15,2419.09,3,3,2023,6,2
181468,SKU_1896,Desk Lamp,11,2023-06-15 04:00:00,80.9,33906.0,Italy,0.14,paypall,12.75,Stationery,Online,Not Returned,UPS,London,Low,2023-06-15,889.9000000000001,3,4,2023,6,2
137880,SKU_1420,White Mug,21,2023-06-15 07:00:00,48.02,47999.0,Australia,0.08,Bank Transfer,9.13,Furniture,Online,Not Returned,Royal Mail,Paris,Low,2023-06-15,1008.4200000000001,3,7,2023,6,2
683224,SKU_1087,Wall Clock,6,2023-06-15 10:00:00,23.27,42436.0,France,0.49,Bank Transfer,13.42,Stationery,Online,Not Returned,Royal Mail,Rome,High,2023-06-15,139.62,3,10,2023,6,1
870878,SKU_1188,White Mug,19,2023-06-15 13:00:00,52.24,60840.0,France,0.31,Bank Transfer,15.19,Stationery,In-store,Not Returned,Royal Mail,Rome,Low,2023-06-15,992.5600000000001,3,13,2023,6,0
310828,SKU_1880,Desk Lamp,17,2023-06-15 16:00:00,94.49,18764.0,Australia,0.49,Credit Card,23.35,Electronics,In-store,Returned,UPS,Berlin,Low,2023-06-15,1606.33,3,16,2023,6,0
809914,SKU_1677,White Mug,20,2023-06-15 18:00:00,35.89,53259.0,Belgium,0.31,paypall,16.6,Furniture,In-store,Not Returned,DHL,Paris,Medium,2023-06-15,717.8,3,18,2023,6,2
289287,SKU_1156,White Mug,24,2023-06-15 19:00:00,36.37,29594.0,United Kingdom,0.07,Credit Card,23.34,Accessories,Online,Not Returned,FedEx,Berlin,Low,2023-06-15,872.8799999999999,3,19,2023,6,2
684944,SKU_1319,Wall Clock,46,2023-06-15 21:00:00,62.05,25010.0,Belgium,0.12,paypall,15.12,Stationery,Online,Not Returned,Royal Mail,Berlin,Medium,2023-06-15,2854.2999999999997,3,21,2023,6,2
154104,SKU_1291,Office Chair,22,2023-06-15 22:00:00,73.25,90456.0,Spain,0.35,paypall,16.72,Apparel,In-store,Not Returned,Royal Mail,Paris,Medium,2023-06-15,1611.5,3,22,2023,6,2
461040,SKU_1772,T-shirt,15,2023-06-16 01:00:00,33.94,89846.0,Germany,0.17,paypall,24.55,Furniture,Online,Not Returned,FedEx,Paris,Medium,2023-06-16,509.09999999999997,4,1,2023,6,1
717365,SKU_1839,Wall Clock,21,2023-06-16 05:00:00,15.33,83768.0,Portugal,0.08,Bank Transfer,12.14,Accessories,In-store,Not Returned,UPS,Rome,Low,2023-06-16,321.93,4,5,2023,6,1
566508,SKU_1157,Wireless Mouse,16,2023-06-16 10:00:00,99.39,10522.0,Australia,0.11,paypall,23.54,Furniture,Online,Not Returned,FedEx,Paris,High,2023-06-16,1590.24,4,10,2023,6,1
706692,SKU_1072,Desk Lamp,9,2023-06-16 14:00:00,3.17,75041.0,Italy,0.02,Bank Transfer,22.25,Stationery,In-store,Not Returned,UPS,Berlin,Low,2023-06-16,28.53,4,14,2023,6,0
243398,SKU_1759,Wireless Mouse,4,2023-06-16 16:00:00,4.09,58651.0,Belgium,0.34,paypall,20.53,Accessories,Online,Not Returned,FedEx,Rome,Medium,2023-06-16,16.36,4,16,2023,6,1
583338,SKU_1472,Notebook,2,2023-06-16 17:00:00,91.27,10745.0,Portugal,0.35,Bank Transfer,18.47,Apparel,In-store,Returned,Royal Mail,Amsterdam,Low,2023-06-16,182.54,4,17,2023,6,2
909067,SKU_1193,Desk Lamp,29,2023-06-16 20:00:00,53.04,94708.0,Belgium,0.26,Credit Card,15.79,Electronics,Online,Not Returned,DHL,Rome,Medium,2023-06-16,1538.16,4,20,2023,6,2
413323,SKU_1706,T-shirt,12,2023-06-16 21:00:00,66.16,57879.0,United Kingdom,0.25,Credit Card,28.11,Accessories,Online,Not Returned,FedEx,Paris,High,2023-06-16,793.92,4,21,2023,6,1
340655,SKU_1228,Office Chair,2,2023-06-17 01:00:00,13.18,81879.0,Sweden,0.12,paypall,22.7,Stationery,In-store,Returned,FedEx,Berlin,High,2023-06-17,26.36,5,1,2023,6,1
410748,SKU_1794,Desk Lamp,23,2023-06-17 02:00:00,14.1,45535.0,Portugal,0.1,paypall,14.07,Stationery,In-store,Not Returned,DHL,Rome,Low,2023-06-17,324.3,5,2,2023,6,1
436476,SKU_1674,White Mug,42,2023-06-17 04:00:00,45.99,60443.0,France,0.4,Bank Transfer,11.46,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Low,2023-06-17,1931.5800000000002,5,4,2023,6,0
935551,SKU_1602,Headphones,33,2023-06-17 05:00:00,82.03,64086.0,United States,0.14,Bank Transfer,19.62,Apparel,In-store,Not Returned,FedEx,Amsterdam,Low,2023-06-17,2706.9900000000002,5,5,2023,6,2
270386,SKU_1605,Notebook,22,2023-06-17 12:00:00,20.17,92709.0,Portugal,0.28,paypall,10.61,Furniture,Online,Not Returned,UPS,London,Medium,2023-06-17,443.74,5,12,2023,6,2
976836,SKU_1296,Desk Lamp,41,2023-06-17 20:00:00,31.47,89386.0,Netherlands,0.33,Credit Card,14.41,Stationery,Online,Not Returned,UPS,Paris,High,2023-06-17,1290.27,5,20,2023,6,1
390604,SKU_1545,Wireless Mouse,10,2023-06-18 00:00:00,95.38,39512.0,Netherlands,0.34,Credit Card,7.83,Accessories,Online,Not Returned,UPS,Rome,Medium,2023-06-18,953.8,6,0,2023,6,1
360731,SKU_1801,Blue Pen,41,2023-06-18 08:00:00,37.38,69323.0,Germany,0.17,Bank Transfer,16.48,Electronics,In-store,Not Returned,FedEx,Amsterdam,High,2023-06-18,1532.5800000000002,6,8,2023,6,2
703546,SKU_1345,Backpack,20,2023-06-18 12:00:00,70.69,81734.0,Norway,0.07,Credit Card,7.94,Stationery,Online,Not Returned,FedEx,Amsterdam,High,2023-06-18,1413.8,6,12,2023,6,1
211302,SKU_1658,USB Cable,34,2023-06-18 14:00:00,91.12,65093.0,Spain,0.45,Bank Transfer,6.4,Apparel,Online,Not Returned,FedEx,London,Low,2023-06-18,3098.08,6,14,2023,6,0
809649,SKU_1417,USB Cable,36,2023-06-18 17:00:00,62.71,62730.0,Italy,0.22,paypall,20.99,Electronics,Online,Not Returned,FedEx,Rome,High,2023-06-18,2257.56,6,17,2023,6,2
684352,SKU_1028,Office Chair,30,2023-06-18 18:00:00,32.02,84954.0,Italy,0.05,Credit Card,8.43,Apparel,Online,Not Returned,UPS,Berlin,Medium,2023-06-18,960.6000000000001,6,18,2023,6,1
186891,SKU_1785,Blue Pen,28,2023-06-19 01:00:00,65.78,38449.0,Netherlands,0.14,Bank Transfer,23.21,Apparel,Online,Not Returned,FedEx,Paris,High,2023-06-19,1841.8400000000001,0,1,2023,6,1
813695,SKU_1871,Blue Pen,23,2023-06-19 14:00:00,6.17,59218.0,United States,0.28,Credit Card,7.94,Apparel,In-store,Returned,UPS,London,High,2023-06-19,141.91,0,14,2023,6,1
241072,SKU_1157,Office Chair,38,2023-06-19 17:00:00,92.82,38271.0,Germany,0.02,Credit Card,11.75,Accessories,Online,Not Returned,DHL,Amsterdam,High,2023-06-19,3527.16,0,17,2023,6,2
496490,SKU_1939,USB Cable,34,2023-06-19 19:00:00,41.4,47559.0,United Kingdom,0.09,Credit Card,26.41,Stationery,Online,Not Returned,FedEx,Berlin,High,2023-06-19,1407.6,0,19,2023,6,0
416376,SKU_1331,Headphones,18,2023-06-19 21:00:00,88.41,92532.0,Netherlands,0.04,paypall,14.99,Furniture,Online,Not Returned,Royal Mail,Rome,High,2023-06-19,1591.3799999999999,0,21,2023,6,1
830264,SKU_1162,Blue Pen,38,2023-06-20 00:00:00,27.14,62777.0,Australia,0.34,Bank Transfer,20.98,Apparel,Online,Not Returned,UPS,Rome,Low,2023-06-20,1031.32,1,0,2023,6,0
273808,SKU_1900,Desk Lamp,41,2023-06-20 03:00:00,66.96,80093.0,Sweden,0.1,Credit Card,9.93,Electronics,Online,Not Returned,FedEx,Amsterdam,High,2023-06-20,2745.3599999999997,1,3,2023,6,2
502867,SKU_1330,Wireless Mouse,43,2023-06-20 05:00:00,51.55,64205.0,France,0.21,Bank Transfer,19.55,Accessories,In-store,Not Returned,DHL,Paris,Medium,2023-06-20,2216.65,1,5,2023,6,2
927266,SKU_1439,T-shirt,25,2023-06-20 11:00:00,39.6,86589.0,Germany,0.23,Bank Transfer,13.39,Stationery,Online,Not Returned,FedEx,Rome,Low,2023-06-20,990.0,1,11,2023,6,1
128063,SKU_1563,T-shirt,40,2023-06-20 20:00:00,38.49,30805.0,United Kingdom,0.44,Bank Transfer,11.94,Electronics,Online,Not Returned,UPS,Paris,Low,2023-06-20,1539.6000000000001,1,20,2023,6,0
419342,SKU_1649,USB Cable,4,2023-06-20 21:00:00,81.14,92418.0,Belgium,0.34,Bank Transfer,24.63,Electronics,Online,Not Returned,UPS,Paris,Medium,2023-06-20,324.56,1,21,2023,6,0
625651,SKU_1977,Wall Clock,14,2023-06-21 00:00:00,65.84,62026.0,France,0.21,Bank Transfer,7.51,Apparel,Online,Not Returned,DHL,Amsterdam,Low,2023-06-21,921.76,2,0,2023,6,2
445328,SKU_1000,White Mug,47,2023-06-21 04:00:00,44.18,69796.0,Italy,0.46,Bank Transfer,15.48,Electronics,In-store,Not Returned,FedEx,London,Medium,2023-06-21,2076.46,2,4,2023,6,0
767900,SKU_1467,Office Chair,10,2023-06-21 05:00:00,43.69,89083.0,Italy,0.37,Bank Transfer,15.68,Apparel,Online,Not Returned,DHL,Rome,Low,2023-06-21,436.9,2,5,2023,6,1
847916,SKU_1879,Office Chair,18,2023-06-21 08:00:00,26.56,94467.0,Norway,0.13,Credit Card,24.54,Accessories,In-store,Not Returned,DHL,Berlin,Medium,2023-06-21,478.08,2,8,2023,6,1
302456,SKU_1200,T-shirt,30,2023-06-21 10:00:00,73.33,45811.0,Netherlands,0.15,Bank Transfer,29.88,Furniture,In-store,Not Returned,Royal Mail,Berlin,Medium,2023-06-21,2199.9,2,10,2023,6,2
935061,SKU_1477,Wireless Mouse,9,2023-06-21 16:00:00,91.71,99195.0,Spain,0.24,Credit Card,19.74,Electronics,Online,Not Returned,DHL,Rome,Medium,2023-06-21,825.39,2,16,2023,6,1
146233,SKU_1303,T-shirt,11,2023-06-21 17:00:00,22.77,16791.0,Belgium,0.07,Bank Transfer,17.8,Stationery,In-store,Returned,FedEx,Rome,Low,2023-06-21,250.47,2,17,2023,6,1
999898,SKU_1577,Headphones,9,2023-06-21 21:00:00,10.74,28527.0,Netherlands,0.07,paypall,16.18,Furniture,In-store,Not Returned,DHL,Rome,Low,2023-06-21,96.66,2,21,2023,6,1
442192,SKU_1984,USB Cable,2,2023-06-21 22:00:00,86.62,42064.0,Germany,0.11,Credit Card,20.44,Stationery,In-store,Not Returned,FedEx,Amsterdam,High,2023-06-21,173.24,2,22,2023,6,1
956322,SKU_1655,White Mug,19,2023-06-22 10:00:00,79.59,46456.0,Portugal,0.18,Bank Transfer,24.98,Furniture,In-store,Not Returned,FedEx,Berlin,Low,2023-06-22,1512.21,3,10,2023,6,1
721671,SKU_1214,Desk Lamp,42,2023-06-22 11:00:00,99.9,25238.0,France,0.38,paypall,18.21,Furniture,Online,Not Returned,DHL,London,Medium,2023-06-22,4195.8,3,11,2023,6,2
397428,SKU_1267,USB Cable,41,2023-06-22 14:00:00,32.68,25765.0,Portugal,0.4,paypall,10.36,Furniture,In-store,Not Returned,FedEx,Berlin,Medium,2023-06-22,1339.8799999999999,3,14,2023,6,2
541856,SKU_1138,Blue Pen,15,2023-06-22 15:00:00,86.87,97793.0,United States,0.35,Bank Transfer,15.33,Stationery,In-store,Not Returned,FedEx,Berlin,Low,2023-06-22,1303.0500000000002,3,15,2023,6,1
962124,SKU_1046,T-shirt,7,2023-06-22 16:00:00,7.1,80028.0,Belgium,0.29,Credit Card,21.18,Furniture,Online,Not Returned,DHL,Berlin,High,2023-06-22,49.699999999999996,3,16,2023,6,2
329297,SKU_1059,Blue Pen,49,2023-06-22 17:00:00,15.61,78621.0,Spain,0.24,Credit Card,14.1,Accessories,In-store,Not Returned,FedEx,Paris,Low,2023-06-22,764.89,3,17,2023,6,1
345954,SKU_1094,Blue Pen,12,2023-06-22 22:00:00,10.22,84011.0,France,0.35,Credit Card,14.51,Electronics,Online,Not Returned,UPS,Amsterdam,High,2023-06-22,122.64000000000001,3,22,2023,6,2
850707,SKU_1474,USB Cable,7,2023-06-23 00:00:00,50.76,41810.0,France,0.07,Bank Transfer,20.96,Apparel,Online,Not Returned,FedEx,Paris,High,2023-06-23,355.32,4,0,2023,6,0
597730,SKU_1039,Backpack,9,2023-06-23 02:00:00,69.18,97149.0,France,0.3,paypall,23.13,Stationery,In-store,Not Returned,Royal Mail,Paris,Medium,2023-06-23,622.6200000000001,4,2,2023,6,2
706151,SKU_1436,Notebook,44,2023-06-23 06:00:00,94.16,10713.0,Australia,0.16,paypall,28.39,Electronics,In-store,Not Returned,Royal Mail,Paris,Low,2023-06-23,4143.04,4,6,2023,6,2
640993,SKU_1828,USB Cable,30,2023-06-23 07:00:00,48.64,65268.0,Netherlands,0.14,paypall,15.46,Apparel,Online,Not Returned,DHL,London,Medium,2023-06-23,1459.2,4,7,2023,6,1
163131,SKU_1405,Backpack,7,2023-06-23 08:00:00,33.12,73979.0,Belgium,0.39,paypall,8.82,Apparel,Online,Not Returned,DHL,Berlin,High,2023-06-23,231.83999999999997,4,8,2023,6,1
962447,SKU_1743,Backpack,9,2023-06-23 09:00:00,85.08,29257.0,Italy,0.33,paypall,17.28,Electronics,In-store,Not Returned,DHL,Paris,High,2023-06-23,765.72,4,9,2023,6,0
948888,SKU_1210,Office Chair,7,2023-06-23 10:00:00,63.87,33139.0,Germany,0.09,Credit Card,20.25,Accessories,In-store,Not Returned,DHL,London,Low,2023-06-23,447.09,4,10,2023,6,2
833833,SKU_1467,Desk Lamp,34,2023-06-23 12:00:00,59.81,88345.0,Spain,0.37,Bank Transfer,27.87,Electronics,Online,Not Returned,FedEx,Amsterdam,Low,2023-06-23,2033.54,4,12,2023,6,0
953670,SKU_1210,Backpack,2,2023-06-23 14:00:00,69.25,21711.0,Portugal,0.33,Bank Transfer,11.14,Furniture,In-store,Not Returned,Royal Mail,Berlin,Medium,2023-06-23,138.5,4,14,2023,6,1
960348,SKU_1629,Desk Lamp,6,2023-06-23 17:00:00,63.61,10702.0,France,0.21,Credit Card,25.14,Accessories,In-store,Not Returned,Royal Mail,Rome,Medium,2023-06-23,381.65999999999997,4,17,2023,6,0
